frequency,wind_speed,distance,wind_direction,flow_resistivity,Nord2000 (delhom),Acventum (delhom),BE2 (Iso9613),Iso9613 (windPro),Nord2000 (windPro),geometric_div
315,5,500,0,2000,0.1,1.84,-0.548,-0.35,-2.76,-65.05104356
400,5,500,0,2000,0,1.68,0.349,0.2,2.44,-65.05104356
500,5,500,0,2000,0,1.53,0.173,0.2,5.04,-65.05104356
630,5,500,0,2000,-0.1,1.35,-0.059,0.2,4.84,-65.05104356
800,5,500,0,2000,-0.2,1.11,0.264,-0.09,2.54,-65.05104356
1000,5,500,0,2000,-0.4,0.82,-0.16,-0.09,2.94,-65.05104356
1250,5,500,0,2000,-0.6,0.39,-0.651,-0.09,2.44,-65.05104356
1600,5,500,0,2000,-1,-0.34,-1.541,-2.89,1.34,-65.05104356
2000,5,500,0,2000,-1.6,-1.37,-2.96,-2.89,-0.16,-65.05104356
2500,5,500,0,2000,-2.5,-2.97,-5.031,-2.89,-2.56,-65.05104356
3150,5,500,0,2000,-3.9,-5.56,-8.459,-13.77,-6.16,-65.05104356
4000,5,500,0,2000,-6.1,-9.8,-13.83,-13.77,-11.56,-65.05104356
5000,5,500,0,2000,-9.7,-15.99,-22.209,-13.77,-19.76,-65.05104356
6300,5,500,0,2000,-14.8,-25.85,-35.039,-54.59,-31.66,-65.05104356
8000,5,500,0,2000,-22.7,-41.57,-54.749,-54.59,-48.46,-65.05104356
10000,5,500,0,2000,-34.7,-63.58,-84.268,-54.59,-70.76,-65.05104356
50,5,500,90,2000,0.3,3.3,2.972,2.91,2.64,-65.05104356
63,5,500,90,2000,0.3,3.3,2.837,2.91,4.54,-65.05104356
80,5,500,90,2000,0.3,3.29,2.847,2.91,6.14,-65.05104356
100,5,500,90,2000,0.3,2.38,1.085,0.94,6.94,-65.05104356
125,5,500,90,2000,0.3,2.36,0.94,0.94,5.44,-65.05104356
160,5,500,90,2000,0.2,2.34,0.792,0.94,4.44,-65.05104356
200,5,500,90,2000,0.2,2.31,-0.189,-0.35,3.54,-65.05104356
250,5,500,90,2000,0.2,2.28,-0.329,-0.35,1.04,-65.05104356
315,5,500,90,2000,0.1,2.24,-0.548,-0.35,-1.46,-65.05104356
400,5,500,90,2000,0,2.2,0.349,0.2,-0.76,-65.05104356
500,5,500,90,2000,0,2.15,0.173,0.2,2.54,-65.05104356
630,5,500,90,2000,-0.1,2.1,-0.059,0.2,4.54,-65.05104356
800,5,500,90,2000,-0.2,2.04,0.264,-0.09,4.44,-65.05104356
1000,5,500,90,2000,-0.4,1.96,-0.16,-0.09,3.04,-65.05104356
1250,5,500,90,2000,-0.6,1.84,-0.651,-0.09,2.44,-65.05104356
1600,5,500,90,2000,-1,1.64,-1.541,-2.89,1.34,-65.05104356
2000,5,500,90,2000,-1.6,1.35,-2.96,-2.89,-0.16,-65.05104356
2500,5,500,90,2000,-2.5,0.9,-5.031,-2.89,-2.56,-65.05104356
3150,5,500,90,2000,-3.9,0.18,-8.459,-13.77,-6.16,-65.05104356
4000,5,500,90,2000,-6.1,-0.99,-13.83,-13.77,-11.56,-65.05104356
5000,5,500,90,2000,-9.7,-2.71,-22.209,-13.77,-19.76,-65.05104356
6300,5,500,90,2000,-14.8,-5.45,-35.039,-54.59,-31.66,-65.05104356
8000,5,500,90,2000,-22.7,-9.82,-54.749,-54.59,-48.46,-65.05104356
10000,5,500,90,2000,-34.7,-15.93,-84.268,-54.59,-70.76,-65.05104356
50,5,500,180,2000,0.3,5.65,2.972,2.91,1.34,-65.05104356
63,5,500,180,2000,0.3,5.55,2.837,2.91,1.84,-65.05104356
80,5,500,180,2000,0.3,5.36,2.847,2.91,3.34,-65.05104356
100,5,500,180,2000,0.3,4.23,1.085,0.94,4.74,-65.05104356
125,5,500,180,2000,0.3,3.87,0.94,0.94,4.74,-65.05104356
160,5,500,180,2000,0.2,3.33,0.792,0.94,3.24,-65.05104356
200,5,500,180,2000,0.2,2.68,-0.189,-0.35,2.94,-65.05104356
250,5,500,180,2000,0.2,1.9,-0.329,-0.35,1.34,-65.05104356
315,5,500,180,2000,0.1,1.02,-0.548,-0.35,0.24,-65.05104356
400,5,500,180,2000,0,0.02,0.349,0.2,0.44,-65.05104356
500,5,500,180,2000,0,-0.99,0.173,0.2,1.14,-65.05104356
630,5,500,180,2000,-0.1,-2.16,-0.059,0.2,3.04,-65.05104356
800,5,500,180,2000,-0.2,-3.66,0.264,-0.09,3.94,-65.05104356
1000,5,500,180,2000,-0.4,-5.55,-0.16,-0.09,3.24,-65.05104356
1250,5,500,180,2000,-0.6,-8.31,-0.651,-0.09,2.44,-65.05104356
1600,5,500,180,2000,-1,-13.02,-1.541,-2.89,1.34,-65.05104356
2000,5,500,180,2000,-1.6,-19.69,-2.96,-2.89,-0.16,-65.05104356
2500,5,500,180,2000,-2.5,-30.01,-5.031,-2.89,-2.56,-65.05104356
3150,5,500,180,2000,-3.9,-46.75,-8.459,-13.77,-6.16,-65.05104356
4000,5,500,180,2000,-6.1,-74.09,-13.83,-13.77,-11.56,-65.05104356
5000,5,500,180,2000,-9.7,-114,-22.209,-13.77,-19.76,-65.05104356
6300,5,500,180,2000,-14.8,-177.62,-35.039,-54.59,-31.66,-65.05104356
8000,5,500,180,2000,-22.7,-279.07,-54.749,-54.59,-48.46,-65.05104356
10000,5,500,180,2000,-34.7,-421.06,-84.268,-54.59,-70.76,-65.05104356
50,7,500,0,2000,0.3,3.32,2.972,2.91,4.54,-65.05104356
63,7,500,0,2000,0.3,3.3,2.837,2.91,7.94,-65.05104356
80,7,500,0,2000,0.3,3.27,2.847,2.91,8.04,-65.05104356
100,7,500,0,2000,0.3,2.34,1.085,0.94,5.24,-65.05104356
125,7,500,0,2000,0.3,2.28,0.94,0.94,4.64,-65.05104356
160,7,500,0,2000,0.2,2.2,0.792,0.94,5.44,-65.05104356
200,7,500,0,2000,0.2,2.1,-0.189,-0.35,3.24,-65.05104356
250,7,500,0,2000,0.2,1.98,-0.329,-0.35,-1.16,-65.05104356
315,7,500,0,2000,0.1,1.84,-0.548,-0.35,-1.76,-65.05104356
400,7,500,0,2000,0,1.68,0.349,0.2,3.64,-65.05104356
500,7,500,0,2000,0,1.53,0.173,0.2,5.34,-65.05104356
630,7,500,0,2000,-0.1,1.35,-0.059,0.2,4.14,-65.05104356
800,7,500,0,2000,-0.2,1.11,0.264,-0.09,1.84,-65.05104356
1000,7,500,0,2000,-0.4,0.82,-0.16,-0.09,3.04,-65.05104356
1250,7,500,0,2000,-0.6,0.39,-0.651,-0.09,2.24,-65.05104356
1600,7,500,0,2000,-1,-0.34,-1.541,-2.89,1.34,-65.05104356
2000,7,500,0,2000,-1.6,-1.37,-2.96,-2.89,-0.16,-65.05104356
2500,7,500,0,2000,-2.4,-2.97,-5.031,-2.89,-2.56,-65.05104356
3150,7,500,0,2000,-3.8,-5.56,-8.459,-13.77,-6.16,-65.05104356
4000,7,500,0,2000,-6,-9.8,-13.83,-13.77,-11.56,-65.05104356
5000,7,500,0,2000,-9.5,-15.99,-22.209,-13.77,-19.76,-65.05104356
6300,7,500,0,2000,-14.5,-25.85,-35.039,-54.59,-31.66,-65.05104356
8000,7,500,0,2000,-22.2,-41.57,-54.749,-54.59,-48.46,-65.05104356
10000,7,500,0,2000,-34.1,-63.58,-84.268,-54.59,-70.76,-65.05104356
50,7,500,90,2000,0.3,3.3,2.972,2.91,2.64,-65.05104356
63,7,500,90,2000,0.3,3.3,2.837,2.91,4.54,-65.05104356
80,7,500,90,2000,0.3,3.29,2.847,2.91,6.14,-65.05104356
100,7,500,90,2000,0.3,2.38,1.085,0.94,6.94,-65.05104356
125,7,500,90,2000,0.3,2.37,0.94,0.94,5.44,-65.05104356
160,7,500,90,2000,0.2,2.35,0.792,0.94,4.44,-65.05104356
200,7,500,90,2000,0.2,2.33,-0.189,-0.35,3.54,-65.05104356
250,7,500,90,2000,0.2,2.3,-0.329,-0.35,1.04,-65.05104356
315,7,500,90,2000,0.1,2.27,-0.548,-0.35,-1.46,-65.05104356
400,7,500,90,2000,0,2.24,0.349,0.2,-0.76,-65.05104356
500,7,500,90,2000,0,2.2,0.173,0.2,2.44,-65.05104356
630,7,500,90,2000,-0.1,2.16,-0.059,0.2,4.54,-65.05104356
800,7,500,90,2000,-0.2,2.11,0.264,-0.09,4.44,-65.05104356
1000,7,500,90,2000,-0.4,2.04,-0.16,-0.09,3.04,-65.05104356
1250,7,500,90,2000,-0.6,1.94,-0.651,-0.09,2.44,-65.05104356
1600,7,500,90,2000,-1,1.78,-1.541,-2.89,1.34,-65.05104356
2000,7,500,90,2000,-1.6,1.54,-2.96,-2.89,-0.16,-65.05104356
2500,7,500,90,2000,-2.4,1.18,-5.031,-2.89,-2.56,-65.05104356
3150,7,500,90,2000,-3.8,0.59,-8.459,-13.77,-6.16,-65.05104356
4000,7,500,90,2000,-6,-0.37,-13.83,-13.77,-11.56,-65.05104356
5000,7,500,90,2000,-9.5,-1.78,-22.209,-13.77,-19.76,-65.05104356
6300,7,500,90,2000,-14.5,-4.02,-35.039,-54.59,-31.66,-65.05104356
8000,7,500,90,2000,-22.2,-7.6,-54.749,-54.59,-48.46,-65.05104356
10000,7,500,90,2000,-34.1,-12.6,-84.268,-54.59,-70.76,-65.05104356
50,7,500,180,2000,0.3,5.62,2.972,2.91,1.64,-65.05104356
63,7,500,180,2000,0.3,5.5,2.837,2.91,1.24,-65.05104356
80,7,500,180,2000,0.3,5.29,2.847,2.91,2.24,-65.05104356
100,7,500,180,2000,0.3,4.12,1.085,0.94,3.84,-65.05104356
125,7,500,180,2000,0.3,3.71,0.94,0.94,4.14,-65.05104356
160,7,500,180,2000,0.2,3.08,0.792,0.94,3.14,-65.05104356
200,7,500,180,2000,0.2,2.34,-0.189,-0.35,2.64,-65.05104356
250,7,500,180,2000,0.2,1.45,-0.329,-0.35,1.44,-65.05104356
315,7,500,180,2000,0.1,0.44,-0.548,-0.35,0.94,-65.05104356
400,7,500,180,2000,0,-0.72,0.349,0.2,1.24,-65.05104356
500,7,500,180,2000,0,-1.87,0.173,0.2,1.24,-65.05104356
630,7,500,180,2000,-0.1,-3.21,-0.059,0.2,2.24,-65.05104356
800,7,500,180,2000,-0.2,-4.93,0.264,-0.09,3.04,-65.05104356
1000,7,500,180,2000,-0.4,-7.1,-0.16,-0.09,2.94,-65.05104356
1250,7,500,180,2000,-0.6,-10.28,-0.651,-0.09,2.34,-65.05104356
1600,7,500,180,2000,-1,-15.68,-1.541,-2.89,1.34,-65.05104356
2000,7,500,180,2000,-1.6,-23.35,-2.96,-2.89,-0.16,-65.05104356
2500,7,500,180,2000,-2.4,-35.19,-5.031,-2.89,-2.56,-65.05104356
3150,7,500,180,2000,-3.8,-54.41,-8.459,-13.77,-6.16,-65.05104356
4000,7,500,180,2000,-6,-85.8,-13.83,-13.77,-11.56,-65.05104356
5000,7,500,180,2000,-9.5,-131.62,-22.209,-13.77,-19.76,-65.05104356
6300,7,500,180,2000,-14.5,-204.67,-35.039,-54.59,-31.66,-65.05104356
8000,7,500,180,2000,-22.2,-321.14,-54.749,-54.59,-48.46,-65.05104356
10000,7,500,180,2000,-34.1,-484.18,-84.268,-54.59,-70.76,-65.05104356
50,9,500,0,2000,0.3,3.32,2.972,2.91,6.84,-65.05104356
63,9,500,0,2000,0.3,3.3,2.837,2.91,8.24,-65.05104356
80,9,500,0,2000,0.3,3.27,2.847,2.91,6.54,-65.05104356
100,9,500,0,2000,0.3,2.34,1.085,0.94,4.64,-65.05104356
125,9,500,0,2000,0.3,2.28,0.94,0.94,5.34,-65.05104356
160,9,500,0,2000,0.2,2.2,0.792,0.94,5.24,-65.05104356
200,9,500,0,2000,0.2,2.1,-0.189,-0.35,3.24,-65.05104356
250,9,500,0,2000,0.1,1.98,-0.329,-0.35,-1.86,-65.05104356
315,9,500,0,2000,0.1,1.84,-0.548,-0.35,-0.56,-65.05104356
400,9,500,0,2000,0,1.68,0.349,0.2,4.54,-65.05104356
500,9,500,0,2000,0,1.53,0.173,0.2,5.34,-65.05104356
630,9,500,0,2000,-0.1,1.35,-0.059,0.2,2.94,-65.05104356
800,9,500,0,2000,-0.2,1.11,0.264,-0.09,1.94,-65.05104356
1000,9,500,0,2000,-0.4,0.82,-0.16,-0.09,2.94,-65.05104356
1250,9,500,0,2000,-0.6,0.39,-0.651,-0.09,1.94,-65.05104356
1600,9,500,0,2000,-1,-0.34,-1.541,-2.89,1.04,-65.05104356
2000,9,500,0,2000,-1.6,-1.37,-2.96,-2.89,-0.36,-65.05104356
2500,9,500,0,2000,-2.4,-2.97,-5.031,-2.89,-2.66,-65.05104356
3150,9,500,0,2000,-3.7,-5.56,-8.459,-13.77,-6.16,-65.05104356
4000,9,500,0,2000,-5.8,-9.8,-13.83,-13.77,-11.56,-65.05104356
5000,9,500,0,2000,-9.2,-15.99,-22.209,-13.77,-19.76,-65.05104356
6300,9,500,0,2000,-14.2,-25.85,-35.039,-54.59,-31.66,-65.05104356
8000,9,500,0,2000,-21.8,-41.57,-54.749,-54.59,-48.46,-65.05104356
10000,9,500,0,2000,-33.5,-63.58,-84.268,-54.59,-70.76,-65.05104356
50,9,500,90,2000,0.3,3.3,2.972,2.91,2.64,-65.05104356
63,9,500,90,2000,0.3,3.3,2.837,2.91,4.54,-65.05104356
80,9,500,90,2000,0.3,3.29,2.847,2.91,6.14,-65.05104356
100,9,500,90,2000,0.3,2.39,1.085,0.94,6.94,-65.05104356
125,9,500,90,2000,0.3,2.38,0.94,0.94,5.44,-65.05104356
160,9,500,90,2000,0.2,2.36,0.792,0.94,4.44,-65.05104356
200,9,500,90,2000,0.2,2.34,-0.189,-0.35,3.54,-65.05104356
250,9,500,90,2000,0.1,2.32,-0.329,-0.35,1.04,-65.05104356
315,9,500,90,2000,0.1,2.29,-0.548,-0.35,-1.46,-65.05104356
400,9,500,90,2000,0,2.26,0.349,0.2,-0.76,-65.05104356
500,9,500,90,2000,0,2.23,0.173,0.2,2.44,-65.05104356
630,9,500,90,2000,-0.1,2.19,-0.059,0.2,4.54,-65.05104356
800,9,500,90,2000,-0.2,2.14,0.264,-0.09,4.44,-65.05104356
1000,9,500,90,2000,-0.4,2.08,-0.16,-0.09,3.04,-65.05104356
1250,9,500,90,2000,-0.6,2,-0.651,-0.09,2.44,-65.05104356
1600,9,500,90,2000,-1,1.85,-1.541,-2.89,1.34,-65.05104356
2000,9,500,90,2000,-1.6,1.65,-2.96,-2.89,-0.16,-65.05104356
2500,9,500,90,2000,-2.4,1.33,-5.031,-2.89,-2.56,-65.05104356
3150,9,500,90,2000,-3.7,0.81,-8.459,-13.77,-6.16,-65.05104356
4000,9,500,90,2000,-5.8,-0.04,-13.83,-13.77,-11.56,-65.05104356
5000,9,500,90,2000,-9.2,-1.28,-22.209,-13.77,-19.76,-65.05104356
6300,9,500,90,2000,-14.2,-3.25,-35.039,-54.59,-31.66,-65.05104356
8000,9,500,90,2000,-21.8,-6.39,-54.749,-54.59,-48.46,-65.05104356
10000,9,500,90,2000,-33.5,-10.8,-84.268,-54.59,-70.76,-65.05104356
50,9,500,180,2000,0.3,8.08,2.972,2.91,2.24,-65.05104356
63,9,500,180,2000,0.3,7.93,2.837,2.91,1.24,-65.05104356
80,9,500,180,2000,0.3,7.68,2.847,2.91,1.64,-65.05104356
100,9,500,180,2000,0.3,6.46,1.085,0.94,2.84,-65.05104356
125,9,500,180,2000,0.3,5.96,0.94,0.94,3.44,-65.05104356
160,9,500,180,2000,0.2,5.22,0.792,0.94,2.94,-65.05104356
200,9,500,180,2000,0.2,4.33,-0.189,-0.35,2.34,-65.05104356
250,9,500,180,2000,0.1,3.26,-0.329,-0.35,1.54,-65.05104356
315,9,500,180,2000,0.1,2.04,-0.548,-0.35,1.34,-65.05104356
400,9,500,180,2000,0,0.65,0.349,0.2,1.74,-65.05104356
500,9,500,180,2000,0,-0.73,0.173,0.2,1.54,-65.05104356
630,9,500,180,2000,-0.1,-2.34,-0.059,0.2,1.84,-65.05104356
800,9,500,180,2000,-0.2,-4.41,0.264,-0.09,2.24,-65.05104356
1000,9,500,180,2000,-0.4,-7.01,-0.16,-0.09,2.04,-65.05104356
1250,9,500,180,2000,-0.6,-10.82,-0.651,-0.09,1.54,-65.05104356
1600,9,500,180,2000,-1,-17.31,-1.541,-2.89,0.64,-65.05104356
2000,9,500,180,2000,-1.6,-26.5,-2.96,-2.89,-0.76,-65.05104356
2500,9,500,180,2000,-2.4,-40.72,-5.031,-2.89,-3.06,-65.05104356
3150,9,500,180,2000,-3.7,-63.78,-8.459,-13.77,-6.46,-65.05104356
4000,9,500,180,2000,-5.8,-101.44,-13.83,-13.77,-11.76,-65.05104356
5000,9,500,180,2000,-9.2,-156.43,-22.209,-13.77,-19.76,-65.05104356
6300,9,500,180,2000,-14.2,-244.09,-35.039,-54.59,-31.66,-65.05104356
8000,9,500,180,2000,-21.8,-383.86,-54.749,-54.59,-48.46,-65.05104356
10000,9,500,180,2000,-33.5,-579.5,-84.268,-54.59,-70.76,-65.05104356
50,3,1000,0,2000,0.3,3.045,2.937,2.875,6.205,-71.03369117
63,3,1000,0,2000,0.3,3.005,2.903,2.875,4.205,-71.03369117
80,3,1000,0,2000,0.2,2.955,2.812,2.875,-0.895,-71.03369117
100,3,1000,0,2000,0.1,1.985,0.45,0.235,-5.995,-71.03369117
125,3,1000,0,2000,0,1.865,0.206,0.235,-4.995,-71.03369117
160,3,1000,0,2000,-0.1,1.705,-0.043,0.235,2.805,-71.03369117
200,3,1000,0,2000,-0.2,1.505,-0.623,-0.905,7.005,-71.03369117
250,3,1000,0,2000,-0.4,1.265,-0.864,-0.905,5.205,-71.03369117
315,3,1000,0,2000,-0.6,0.985,-1.283,-0.905,0.805,-71.03369117
400,3,1000,0,2000,-4.7,0.675,-0.486,-0.905,3.305,-71.03369117
500,3,1000,0,2000,-4.9,0.365,-0.862,-0.905,2.405,-71.03369117
630,3,1000,0,2000,-9.8,0.005,-1.394,-0.905,1.105,-71.03369117
800,3,1000,0,2000,-12.9,-0.465,-1.271,-2.055,-1.495,-71.03369117
1000,3,1000,0,2000,-15.3,-1.045,-2.095,-2.055,-1.995,-71.03369117
1250,3,1000,0,2000,-17.7,-1.905,-3.186,-2.055,-3.995,-71.03369117
1600,3,1000,0,2000,-20.8,-3.355,-4.875,-7.515,-4.095,-71.03369117
2000,3,1000,0,2000,-24.7,-5.425,-7.495,-7.515,-11.195,-71.03369117
2500,3,1000,0,2000,-29.3,-8.615,-11.665,-7.515,-9.095,-71.03369117
3150,3,1000,0,2000,-36.1,-13.795,-18.293,-28.585,-16.295,-71.03369117
4000,3,1000,0,2000,-46.6,-22.255,-28.565,-28.585,-25.295,-71.03369117
5000,3,1000,0,2000,-62.9,-34.605,-44.743,-28.585,-44.495,-71.03369117
6300,3,1000,0,2000,-85.6,-54.295,-69.574,-107.645,-60.395,-71.03369117
8000,3,1000,0,2000,-119.7,-85.675,-105.284,-107.645,-84.695,-71.03369117
10000,3,1000,0,2000,-169.3,-129.615,-109.103,-107.645,-115.595,-71.03369117
50,3,1000,90,2000,0.3,3.005,2.937,2.875,6.405,-71.03369117
63,3,1000,90,2000,0.3,2.995,2.903,2.875,5.405,-71.03369117
80,3,1000,90,2000,0.2,2.985,2.812,2.875,2.805,-71.03369117
100,3,1000,90,2000,0.1,2.055,0.45,0.235,-1.095,-71.03369117
125,3,1000,90,2000,0,2.025,0.206,0.235,-7.395,-71.03369117
160,3,1000,90,2000,-0.1,1.975,-0.043,0.235,-2.895,-71.03369117
200,3,1000,90,2000,-0.2,1.915,-0.623,-0.905,4.405,-71.03369117
250,3,1000,90,2000,-0.4,1.845,-0.864,-0.905,7.005,-71.03369117
315,3,1000,90,2000,-0.6,1.765,-1.283,-0.905,5.005,-71.03369117
400,3,1000,90,2000,-4.6,1.675,-0.486,-0.905,-6.495,-71.03369117
500,3,1000,90,2000,-5.3,1.585,-0.862,-0.905,4.805,-71.03369117
630,3,1000,90,2000,-10,1.475,-1.394,-0.905,0.705,-71.03369117
800,3,1000,90,2000,-13.1,1.345,-1.271,-2.055,3.305,-71.03369117
1000,3,1000,90,2000,-15.5,1.165,-2.095,-2.055,-0.495,-71.03369117
1250,3,1000,90,2000,-17.9,0.915,-3.186,-2.055,-3.595,-71.03369117
1600,3,1000,90,2000,-21,0.485,-4.875,-7.515,-1.695,-71.03369117
2000,3,1000,90,2000,-24.8,-0.115,-7.495,-7.515,-5.495,-71.03369117
2500,3,1000,90,2000,-29.4,-1.055,-11.665,-7.515,-8.295,-71.03369117
3150,3,1000,90,2000,-36.2,-2.585,-18.293,-28.585,-22.295,-71.03369117
4000,3,1000,90,2000,-46.7,-5.065,-28.565,-28.585,-31.495,-71.03369117
5000,3,1000,90,2000,-63,-8.705,-44.743,-28.585,-39.695,-71.03369117
6300,3,1000,90,2000,-85.7,-14.495,-69.574,-107.645,-58.795,-71.03369117
8000,3,1000,90,2000,-119.8,-23.725,-105.284,-107.645,-85.195,-71.03369117
10000,3,1000,90,2000,-169.4,-36.645,-109.103,-107.645,-116.495,-71.03369117
50,3,1000,180,2000,0.3,3.495,2.937,2.875,6.305,-71.03369117
63,3,1000,180,2000,0.3,3.385,2.903,2.875,5.705,-71.03369117
80,3,1000,180,2000,0.2,3.195,2.812,2.875,4.105,-71.03369117
100,3,1000,180,2000,0.1,2.055,0.45,0.235,1.605,-71.03369117
125,3,1000,180,2000,0,1.685,0.206,0.235,-3.095,-71.03369117
160,3,1000,180,2000,-0.1,1.125,-0.043,0.235,-3.295,-71.03369117
200,3,1000,180,2000,-0.2,0.455,-0.623,-0.905,1.105,-71.03369117
250,3,1000,180,2000,-0.4,-0.345,-0.864,-0.905,-1.495,-71.03369117
315,3,1000,180,2000,-0.6,-1.245,-1.283,-0.905,3.205,-71.03369117
400,3,1000,180,2000,-4.5,-2.295,-0.486,-0.905,1.605,-71.03369117
500,3,1000,180,2000,-5.3,-3.335,-0.862,-0.905,3.405,-71.03369117
630,3,1000,180,2000,-10,-4.535,-1.394,-0.905,1.505,-71.03369117
800,3,1000,180,2000,-13.1,-6.075,-1.271,-2.055,-0.195,-71.03369117
1000,3,1000,180,2000,-15.5,-8.025,-2.095,-2.055,1.305,-71.03369117
1250,3,1000,180,2000,-17.9,-10.885,-3.186,-2.055,-3.495,-71.03369117
1600,3,1000,180,2000,-21,-15.735,-4.875,-7.515,-2.395,-71.03369117
2000,3,1000,180,2000,-24.8,-22.615,-7.495,-7.515,-4.495,-71.03369117
2500,3,1000,180,2000,-29.4,-33.265,-11.665,-7.515,-8.795,-71.03369117
3150,3,1000,180,2000,-36.2,-50.525,-18.293,-28.585,-18.295,-71.03369117
4000,3,1000,180,2000,-46.7,-78.725,-28.565,-28.585,-24.995,-71.03369117
5000,3,1000,180,2000,-63,-119.885,-44.743,-28.585,-39.595,-71.03369117
6300,3,1000,180,2000,-85.7,-185.515,-69.574,-107.645,-59.795,-71.03369117
8000,3,1000,180,2000,-119.8,-290.145,-105.284,-107.645,-85.495,-71.03369117
10000,3,1000,180,2000,-169.4,-436.605,-109.103,-107.645,-115.295,-71.03369117
50,5,1000,0,2000,0.3,3.045,2.937,2.875,5.705,-71.03369117
63,5,1000,0,2000,0.3,3.005,2.903,2.875,2.405,-71.03369117
80,5,1000,0,2000,0.2,2.955,2.812,2.875,-4.995,-71.03369117
100,5,1000,0,2000,0.2,1.985,0.45,0.235,-5.395,-71.03369117
125,5,1000,0,2000,0.1,1.865,0.206,0.235,-2.595,-71.03369117
160,5,1000,0,2000,-0.1,1.705,-0.043,0.235,4.305,-71.03369117
200,5,1000,0,2000,-0.3,1.505,-0.623,-0.905,5.905,-71.03369117
250,5,1000,0,2000,-0.5,1.265,-0.864,-0.905,3.005,-71.03369117
315,5,1000,0,2000,-0.7,0.985,-1.283,-0.905,0.805,-71.03369117
400,5,1000,0,2000,-6.1,0.675,-0.486,-0.905,-2.995,-71.03369117
500,5,1000,0,2000,-2.3,0.365,-0.862,-0.905,0.605,-71.03369117
630,5,1000,0,2000,-7.4,0.005,-1.394,-0.905,4.405,-71.03369117
800,5,1000,0,2000,-11.2,-0.465,-1.271,-2.055,4.005,-71.03369117
1000,5,1000,0,2000,-13.8,-1.045,-2.095,-2.055,-0.695,-71.03369117
1250,5,1000,0,2000,-16.3,-1.905,-3.186,-2.055,1.805,-71.03369117
1600,5,1000,0,2000,-19.4,-3.355,-4.875,-7.515,-1.295,-71.03369117
2000,5,1000,0,2000,-22.9,-5.425,-7.495,-7.515,-6.295,-71.03369117
2500,5,1000,0,2000,-27.1,-8.615,-11.665,-7.515,-7.695,-71.03369117
3150,5,1000,0,2000,-33.2,-13.795,-18.293,-28.585,-16.695,-71.03369117
4000,5,1000,0,2000,-42.7,-22.255,-28.565,-28.585,-28.195,-71.03369117
5000,5,1000,0,2000,-57.5,-34.605,-44.743,-28.585,-40.795,-71.03369117
6300,5,1000,0,2000,-78.4,-54.295,-69.574,-107.645,-60.495,-71.03369117
8000,5,1000,0,2000,-110.3,-85.675,-105.284,-107.645,-91.995,-71.03369117
10000,5,1000,0,2000,-158.4,-129.615,-109.103,-107.645,-120.895,-71.03369117
50,5,1000,90,2000,0.3,3.005,2.937,2.875,6.405,-71.03369117
63,5,1000,90,2000,0.3,2.995,2.903,2.875,5.405,-71.03369117
80,5,1000,90,2000,0.2,2.985,2.812,2.875,2.905,-71.03369117
100,5,1000,90,2000,0.2,2.065,0.45,0.235,-1.095,-71.03369117
125,5,1000,90,2000,0.1,2.035,0.206,0.235,-7.395,-71.03369117
160,5,1000,90,2000,-0.1,1.985,-0.043,0.235,-2.995,-71.03369117
200,5,1000,90,2000,-0.3,1.925,-0.623,-0.905,4.405,-71.03369117
250,5,1000,90,2000,-0.5,1.865,-0.864,-0.905,7.005,-71.03369117
315,5,1000,90,2000,-0.7,1.785,-1.283,-0.905,5.005,-71.03369117
400,5,1000,90,2000,-5.6,1.705,-0.486,-0.905,-6.295,-71.03369117
500,5,1000,90,2000,-2.8,1.615,-0.862,-0.905,4.705,-71.03369117
630,5,1000,90,2000,-7.9,1.515,-1.394,-0.905,0.905,-71.03369117
800,5,1000,90,2000,-11.5,1.385,-1.271,-2.055,3.305,-71.03369117
1000,5,1000,90,2000,-14.1,1.225,-2.095,-2.055,-0.795,-71.03369117
1250,5,1000,90,2000,-16.5,0.985,-3.186,-2.055,-4.195,-71.03369117
1600,5,1000,90,2000,-19.6,0.575,-4.875,-7.515,-1.895,-71.03369117
2000,5,1000,90,2000,-23.1,0.005,-7.495,-7.515,-5.195,-71.03369117
2500,5,1000,90,2000,-27.3,-0.885,-11.665,-7.515,-8.095,-71.03369117
3150,5,1000,90,2000,-33.4,-2.315,-18.293,-28.585,-21.595,-71.03369117
4000,5,1000,90,2000,-43,-4.665,-28.565,-28.585,-29.995,-71.03369117
5000,5,1000,90,2000,-57.7,-8.095,-44.743,-28.585,-39.095,-71.03369117
6300,5,1000,90,2000,-78.6,-13.565,-69.574,-107.645,-59.195,-71.03369117
8000,5,1000,90,2000,-110.5,-22.285,-105.284,-107.645,-86.195,-71.03369117
10000,5,1000,90,2000,-158.6,-34.495,-109.103,-107.645,-114.795,-71.03369117
50,5,1000,180,2000,0.3,7.695,2.937,2.875,6.105,-71.03369117
63,5,1000,180,2000,0.3,7.485,2.903,2.875,5.705,-71.03369117
80,5,1000,180,2000,0.2,7.125,2.812,2.875,4.405,-71.03369117
100,5,1000,180,2000,0.2,5.765,0.45,0.235,2.305,-71.03369117
125,5,1000,180,2000,0.1,5.035,0.206,0.235,-1.695,-71.03369117
160,5,1000,180,2000,-0.1,3.955,-0.043,0.235,-0.695,-71.03369117
200,5,1000,180,2000,-0.3,2.665,-0.623,-0.905,2.205,-71.03369117
